dataset_type,category,label,risk,subject,message,contains_url,contains_phone,contains_email,contains_upi,contains_money,contains_otp,contains_urgency,contains_kyc,contains_reward,contains_social_engineering,contains_qr,contains_job_keywords,contains_salary,contains_registration_fee,contains_bank_name,contains_deadline,contains_telegram,contains_apk_link,contains_crypto,contains_refund,contains_collect_request,trust_score,risk_level
email,credential_theft,credential_theft,CRITICAL,Microsoft Login Alert,"
Someone attempted to access your account.

Verify ownership immediately.

https://account-safe.co
",1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,LOW
email,income_tax_scam,income_tax_scam,HIGH,Refund Pending,"
Refund processing failed.

Verify your bank account.

https://wallet-verify.net
",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,60,LOW
email,courier_scam,courier_scam,HIGH,Package Held At Warehouse,"
Your package has been held.

Pay customs charges now.

https://upi-security-alert.in
",1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,LOW
email,crypto_scam,crypto_scam,CRITICAL,Double Your Investment,"
Earn guaranteed returns.

Invest today.

Limited offer.

https://secure-login-now.in
",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,60,LOW
email,business_email_compromise,business_email_compromise,CRITICAL,URGENT Payment Required,"
Dear Finance Team,

Please transfer ₹499 to the new vendor account immediately.

This payment is confidential.

Regards,
CEO
",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70,LOW
email,lottery_scam,lottery_scam,CRITICAL,"You Won ₹25,00,000","
Congratulations.

You have won ₹25,00,000.

Pay processing charges.

https://secure-login-now.in
",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,LOW
email,employment_scam,employment_scam,HIGH,Work From Home Opportunity,"
Earn up to ₹8 LPA.

Registration Fee:

₹5,000

Limited vacancies.
",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,85,SAFE
email,income_tax_scam,income_tax_scam,HIGH,Income Tax Refund Approved,"
Congratulations.

Your refund of ₹499 is ready.

Claim immediately.

https://kyc-update.live
",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,75,LOW
email,refund_scam,refund_scam,HIGH,Bank Refund Failed,"
Refund processing failed.

Update account immediately.

https://verify-bank-now.com
",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,60,LOW
email,business_email_compromise,business_email_compromise,CRITICAL,Confidential Transfer,"
I am in an important meeting.

Transfer ₹25,000 immediately.

Do not discuss this with anyone.

CEO
",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,SAFE
email,lottery_scam,lottery_scam,CRITICAL,"You Won ₹25,00,000","
Congratulations.

You have won ₹25,00,000.

Pay processing charges.

https://account-safe.co
",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,LOW
email,lottery_scam,lottery_scam,CRITICAL,International Lottery Winner,"
Claim your international prize.

Verification Required.

https://upi-security-alert.in
",1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45,MEDIUM
email,credential_theft,credential_theft,CRITICAL,Microsoft Login Alert,"
Someone attempted to access your account.

Verify ownership immediately.

https://wallet-verify.net
",1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,LOW
email,courier_scam,courier_scam,HIGH,Courier Address Verification,"
Verify your address.

https://secure-login-now.in

Failure will return your parcel.
",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,LOW
email,government_scam,government_scam,HIGH,NPCI Verification Required,"
NPCI requires immediate verification.

Verify here:

https://upi-security-alert.in
",1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,LOW
email,government_scam,government_scam,HIGH,Government Subsidy Approved,"
Dear Citizen,

Government subsidy has been approved.

Claim benefits now.

https://upi-security-alert.in
",1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,LOW
email,reward_scam,reward_scam,HIGH,Exclusive Cashback,"
Limited Time Offer.

Claim cashback before it expires.

https://account-safe.co
",1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,45,MEDIUM
email,legitimate,legitimate,SAFE,Payment Confirmation,"
Dear Customer,

Your UPI payment via CRED of
₹25,000 has been completed.

Thank you.

Google Pay
",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,SAFE
email,courier_scam,courier_scam,HIGH,Courier Address Verification,"
Verify your address.

https://upi-security-alert.in

Failure will return your parcel.
",1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,LOW
email,banking_phishing,phishing,HIGH,Customer Verification Pending,"
Dear User,

Your customer verification is incomplete.

Complete verification immediately:

https://reward-center.xyz

Your account will otherwise be frozen.
",1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45,MEDIUM
email,business_email_compromise,business_email_compromise,CRITICAL,Invoice Payment,"
Please clear the attached invoice today.

Delay may affect the client relationship.

Transfer Amount:
₹10,000
",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85,SAFE
email,electricity_bill_scam,electricity_bill_scam,HIGH,Final Payment Reminder,"
Immediate action required.

Failure to pay today will disconnect
your electricity connection.

https://reward-center.xyz
",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,60,LOW
email,business_email_compromise,business_email_compromise,CRITICAL,Invoice Payment,"
Please clear the attached invoice today.

Delay may affect the client relationship.

Transfer Amount:
₹2,999
",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85,SAFE
